,Simple R-GCN,LSTM-driven R-GCN,CNN-driven R-GCN,CNN-driven Simple R-GCN,CNN Stacked Simple R-GCN,CNN,sRNN,LSTM,GRU,Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/6/19,2.877207674,3.013497114,2.638328207,3.34946558,3.11613259,4.391434488,3.654328919,2.695863292,2.575338146,2.467116538,,,,,,,,,,,1.166222847,1.221465248,1.069397479,1.357643844,1.263066638,1.779986644,1.481214553,1.092718261,1.043865625,1,,-0.016946298,-0.011221645,-0.004407077,-0.017693463,-0.00212426,-0.019818129,-0.018084765,0.001844406,0.000802756,-0.011086136
2013/6/20,2.790995431,2.923291338,2.566152644,3.233401409,3.038656144,4.249987401,3.536921305,2.62053063,2.498405792,2.400593962,,,,,,,,,,,1.162627031,1.217736687,1.068965716,1.346917246,1.265793463,1.77038994,1.473352579,1.091617605,1.040744845,1,,-0.029963858,-0.029933918,-0.027356552,-0.034651549,-0.024863013,-0.032209768,-0.032128365,-0.027943799,-0.029872719,-0.026963694
2013/6/21,2.78407655,2.930012778,2.549009547,3.237955663,3.0028754,4.233878856,3.521549731,2.595236786,2.474898512,2.395428086,,,,,,,,,,,1.162245933,1.22316875,1.064114411,1.351723177,1.25358612,1.767483182,1.4701129,1.083412523,1.033175876,1,,-0.002479001,0.002299271,-0.006680467,0.001408503,-0.011775187,-0.003790257,-0.004346032,-0.009652184,-0.009408912,-0.002151916
2013/6/24,2.767163258,2.917715001,2.512342818,3.225448677,2.952040384,4.243327792,3.537363024,2.544024109,2.423456834,2.378998076,,,,,,,,,,,1.163163302,1.226446978,1.056050799,1.355801297,1.240875482,1.783661717,1.48691294,1.069367872,1.018688018,1,,-0.00607501,-0.004197175,-0.014384696,-0.003862618,-0.01692878,0.002231745,0.004490436,-0.019733335,-0.020785369,-0.006858903
2013/6/25,2.771505887,2.917727275,2.520083213,3.228104038,2.957055899,4.229705639,3.527227018,2.548792998,2.435157173,2.383592008,,,,,,,,,,,1.162743405,1.224088378,1.057262822,1.354302258,1.240588108,1.774509071,1.479794783,1.069307578,1.021633386,1,,0.001569343,4.21E-06,0.003080947,0.000823253,0.001699,-0.003210252,-0.002865413,0.001874545,0.004827954,0.001931036
2013/6/26,2.805062953,2.929795754,2.550620996,3.243960001,2.983045546,4.298527513,3.58738745,2.538794126,2.43445714,2.40598911,,,,,,,,,,,1.165866853,1.217709482,1.060113275,1.348285405,1.239841666,1.78659475,1.491023976,1.05519768,1.011832152,1,,0.012107882,0.00413626,0.012117767,0.00491185,0.008789028,0.016271079,0.017056014,-0.003922983,-0.000287469,0.009396366
2013/6/27,2.830581378,2.94258638,2.568217627,3.277017769,2.997969213,4.364960202,3.637380274,2.536026421,2.439872735,2.421891768,,,,,,,,,,,1.16874809,1.214994996,1.060418001,1.35308184,1.237862589,1.80229367,1.50187565,1.04712624,1.007424348,1,,0.009097274,0.004365706,0.00689896,0.01019056,0.005002829,0.015454755,0.013935719,-0.001090165,0.00222456,0.006609613
2013/6/28,2.831386543,2.936141569,2.570075005,3.275829899,2.999941387,4.33827196,3.618116568,2.535107995,2.445981637,2.422931341,,,,,,,,,,,1.168578942,1.211813773,1.060729605,1.35201103,1.238145438,1.790505528,1.493280683,1.046297909,1.009513392,1,,0.000284452,-0.002190186,0.000723217,-0.000362485,0.000657837,-0.006114201,-0.005296039,-0.000362152,0.002503779,0.00042924
2013/7/1,2.875922568,3.0020169,2.6076759,3.344939974,3.072635029,4.484710012,3.711840324,2.588801762,2.483035288,2.455057678,,,,,,,,,,,1.1714277,1.222788746,1.062164821,1.362468998,1.251553092,1.826722872,1.511915731,1.054476962,1.011395907,1,,0.015729405,0.02243602,0.014630271,0.021096967,0.024231687,0.033754927,0.025904018,0.021180071,0.015148785,0.013259285
2013/7/2,2.877180939,2.998403044,2.611686296,3.338251928,3.0956433,4.487785888,3.704796893,2.590244109,2.485279204,2.455787992,,,,,,,,,,,1.171591745,1.220953541,1.063481988,1.359340439,1.260549897,1.827432133,1.508598016,1.054750702,1.012008859,1,,0.000437554,-0.001203809,0.00153792,-0.001999452,0.007488124,0.000685858,-0.001897558,0.000557148,0.000903699,0.000297473
2013/7/3,2.879294773,2.995601659,2.612721218,3.341254727,3.105051983,4.482162742,3.702609546,2.595133532,2.495990039,2.457904267,,,,,,,,,,,1.17144301,1.218762545,1.06298738,1.359391727,1.263292482,1.823570919,1.506409178,1.055831819,1.015495222,1,,0.000734689,-0.000934292,0.000396266,0.000899512,0.00303933,-0.001252989,-0.000590409,0.00188763,0.004309711,0.00086175
2013/7/5,2.920910067,3.019328143,2.656984148,3.383750844,3.155284315,4.58119099,3.77240766,2.615468683,2.526796514,2.488711805,,,,,,,,,,,1.173663444,1.213209234,1.067614234,1.359639488,1.267838369,1.840788066,1.515807356,1.050932727,1.015302981,1,,0.014453294,0.00792044,0.016941314,0.01271861,0.016177614,0.022093854,0.01885106,0.007835878,0.012342387,0.012534068
2013/7/8,2.930120095,3.048249291,2.665223202,3.410120773,3.176568725,4.652147639,3.82179575,2.607859741,2.517404954,2.494026167,,,,,,,,,,,1.174855394,1.222220252,1.068642838,1.367315555,1.273670969,1.865316291,1.532379973,1.045642494,1.009373914,1,,0.003153136,0.00957867,0.003100905,0.007793106,0.006745639,0.01548869,0.013091928,-0.002909208,-0.003716785,0.002135387
2013/7/9,2.958718377,3.083120287,2.705234059,3.456378404,3.236025154,4.71256702,3.861947486,2.661349952,2.562417928,2.515068977,,,,,,,,,,,1.176396514,1.225859138,1.075610285,1.374267837,1.286654634,1.873732714,1.535523487,1.058161814,1.018826104,1,,0.009760106,0.01143968,0.015012197,0.013564807,0.018717187,0.012987417,0.010505987,0.020511153,0.017880704,0.008437285
2013/7/10,2.970053595,3.081064951,2.722999804,3.456971586,3.254754247,4.712308735,3.869646318,2.661250091,2.573072999,2.526011204,,,,,,,,,,,1.175787974,1.219735267,1.077984056,1.368549585,1.28849557,1.86551379,1.531919697,1.053538514,1.018630873,1,,0.003831124,-0.000666642,0.006567175,0.00017162,0.005787685,-5.48E-05,0.00199351,-3.75E-05,0.00415821,0.004350667
2013/7/11,3.048692129,3.14956057,2.781115452,3.551051737,3.31679138,4.832394204,3.970614491,2.702969393,2.626759757,2.583919415,,,,,,,,,,,1.179871211,1.218908203,1.076316636,1.374288887,1.283628027,1.87017992,1.536663438,1.04607341,1.016579597,1,,0.026477143,0.022231151,0.021342509,0.027214615,0.019060466,0.025483362,0.026092352,0.015676581,0.020864841,0.022924764
2013/7/12,3.087231414,3.196195628,2.822462044,3.59333382,3.37689025,4.983321069,4.069378032,2.735883955,2.651142043,2.610811291,,,,,,,,,,,1.182479724,1.224215492,1.081067044,1.376328436,1.293425634,1.90872511,1.558664177,1.04790567,1.015447594,1,,0.012641252,0.014806846,0.01486691,0.011906918,0.018119581,0.031232316,0.024873616,0.012177186,0.009282267,0.010407397
2013/7/15,3.095680516,3.194090832,2.828430223,3.592445149,3.382838915,4.989009233,4.084496776,2.739018735,2.652232784,2.616179731,,,,,,,,,,,1.183282815,1.220898853,1.081129935,1.373164506,1.293045304,1.906982603,1.561244714,1.04695358,1.013780801,1,,0.002736789,-0.000658532,0.002114529,-0.000247311,0.001761581,0.00114144,0.003715247,0.001145802,0.000411423,0.002056234
2013/7/16,3.095323945,3.183866139,2.840052159,3.581199849,3.400040951,4.957920464,4.066391006,2.762675276,2.675867172,2.617238317,,,,,,,,,,,1.182667977,1.216498367,1.085133188,1.368312479,1.299094901,1.894332829,1.553695351,1.055568863,1.022401038,1,,-0.000115183,-0.003201128,0.004108971,-0.003130264,0.005085089,-0.006231451,-0.004432803,0.008636867,0.008911129,0.00040463
2013/7/17,3.1081563,3.200834475,2.863609587,3.61338257,3.42721316,4.992397025,4.07712783,2.775984013,2.693372865,2.62482529,,,,,,,,,,,1.184138355,1.219446676,1.090971501,1.376618316,1.305691915,1.901992123,1.553294936,1.057588108,1.0261151,1,,0.004145723,0.005329475,0.008294716,0.008986575,0.00799173,0.006953835,0.002640382,0.004817337,0.006542064,0.002898847
2013/7/18,3.098912606,3.205672899,2.848131634,3.634521863,3.418597634,4.987921671,4.067355181,2.745402317,2.670300246,2.617463944,,,,,,,,,,,1.183937075,1.224724759,1.088126406,1.388566162,1.306072484,1.905631473,1.553929784,1.048878753,1.020186067,1,,-0.002974012,0.001511613,-0.00540505,0.005850278,-0.002513857,-0.000896434,-0.002396944,-0.011016525,-0.008566441,-0.002804509
2013/7/19,3.045315132,3.174481378,2.834467569,3.604653928,3.397946924,4.972411327,3.964503765,2.709322968,2.642045883,2.575361165,,,,,,,,,,,1.182480801,1.232635415,1.100609735,1.399669288,1.319405981,1.93076272,1.539397199,1.052016705,1.025893346,1,,-0.017295575,-0.009730101,-0.004797554,-0.008217844,-0.006040696,-0.003109581,-0.025287051,-0.013141735,-0.010580969,-0.016085333
2013/7/22,3.050101143,3.174527403,2.825357618,3.605716221,3.393719338,4.982911884,3.986574576,2.696366592,2.629266613,2.578519791,,,,,,,,,,,1.182888397,1.231143315,1.095728498,1.398366704,1.3161502,1.932469901,1.546070963,1.045703276,1.019680602,1,,0.001571598,1.45E-05,-0.00321399,0.0002947,-0.001244159,0.002111764,0.005567106,-0.004782145,-0.004836884,0.001226479
2013/7/23,3.024975638,3.145844075,2.79639743,3.573141057,3.345230481,4.923752053,3.943974719,2.653141274,2.595368856,2.560816201,,,,,,,,,,,1.181254491,1.228453676,1.091994587,1.39531336,1.306314166,1.922727625,1.540124089,1.036052987,1.013492829,1,,-0.008237597,-0.009035464,-0.010250097,-0.009034312,-0.014287822,-0.011872542,-0.01068583,-0.01603095,-0.012892476,-0.006865796
2013/7/24,3.017945577,3.124528152,2.78280828,3.547828786,3.354113049,4.829857997,3.887276283,2.668699163,2.606604863,2.555952918,,,,,,,,,,,1.180751631,1.222451372,1.088755689,1.388065,1.312274974,1.889650612,1.520871631,1.044111237,1.019817245,1,,-0.002324006,-0.006775899,-0.00485952,-0.007084039,0.002655293,-0.019069615,-0.014375963,0.00586395,0.004329252,-0.001899114
2013/7/25,3.043889462,3.160272481,2.810638779,3.593562822,3.388109464,4.927562475,3.936316356,2.686810359,2.628185673,2.5747575,,,,,,,,,,,1.182204329,1.227405875,1.091613008,1.395689816,1.31589459,1.913796726,1.528810521,1.043519772,1.020750759,1,,0.008596538,0.011439913,0.010000868,0.012890711,0.010135739,0.020229265,0.012615536,0.006786526,0.008279279,0.007357171
2013/7/26,3.052500956,3.165789768,2.819902819,3.57979378,3.401031358,4.942433185,3.951581384,2.692448197,2.629724076,2.579738534,,,,,,,,,,,1.183259821,1.227174664,1.093096367,1.387657599,1.318362816,1.915865938,1.531775927,1.043690343,1.019376205,1,,0.002829109,0.001745826,0.003296062,-0.003831585,0.003813895,0.003017863,0.003877998,0.002098339,0.000585348,0.001934564
2013/7/29,3.045556071,3.156513507,2.807927379,3.584374272,3.393808476,4.899542987,3.922147592,2.697133976,2.634917978,2.574445439,,,,,,,,,,,1.182994996,1.226094544,1.09069213,1.392289857,1.318267781,1.903145009,1.523492218,1.047656297,1.02348954,1,,-0.002275146,-0.002930157,-0.004246756,0.001279541,-0.002123733,-0.008677952,-0.007448611,0.001740342,0.001975075,-0.002051795
2013/7/30,3.054818435,3.15768779,2.820195444,3.587686227,3.415612527,4.89164434,3.924798787,2.717635728,2.654770718,2.584818472,,,,,,,,,,,1.181830936,1.221628453,1.091061316,1.387983824,1.321412921,1.892451788,1.518404031,1.051383591,1.027062731,1,,0.003041272,0.000372019,0.004369082,0.000923998,0.006424656,-0.001612119,0.000675955,0.00760131,0.007534481,0.00402923
2013/7/31,3.040264661,3.135362238,2.813984216,3.5574658,3.417319681,4.86828626,3.909556678,2.71870584,2.654781905,2.575236678,,,,,,,,,,,1.180576794,1.217504498,1.092708969,1.381413146,1.32699247,1.89042285,1.518134901,1.055711059,1.030888511,1,,-0.004764203,-0.007070221,-0.00220241,-0.008423375,0.000499809,-0.004775098,-0.003883539,0.000393766,4.21E-06,-0.00370695
2013/8/1,3.08330977,3.181213807,2.859826228,3.609574883,3.48641136,4.99962395,3.989759894,2.743174008,2.681215489,2.608314805,,,,,,,,,,,1.182107989,1.21964335,1.09642679,1.383872405,1.336652828,1.916802351,1.529631272,1.051703576,1.027949343,1,,0.014158343,0.01462401,0.016290785,0.01464781,0.020218091,0.026978218,0.020514657,0.008999932,0.00995697,0.012844694
2013/8/2,3.098573055,3.19215912,2.867250835,3.627631764,3.503307199,5.018049883,4.007062609,2.750087875,2.690972808,2.620828685,,,,,,,,,,,1.182287523,1.217996101,1.094024516,1.384154479,1.336717359,1.914680617,1.528929621,1.049319969,1.026764101,1,,0.004950292,0.003440609,0.002596174,0.005002495,0.004846198,0.003685464,0.004336781,0.002520389,0.00363914,0.004797688
2013/8/5,3.106953558,3.209806557,2.879289888,3.65664829,3.529779172,5.037361879,4.014624319,2.782764204,2.717078292,2.627762245,,,,,,,,,,,1.18235718,1.221498088,1.09571933,1.391544573,1.343264285,1.916977797,1.527773042,1.058986295,1.033989394,1,,0.002704633,0.00552837,0.004198814,0.007998752,0.007556281,0.003848506,0.001887096,0.011881922,0.009701133,0.00264556
2013/8/6,3.099599048,3.206270467,2.868380372,3.663566177,3.508022357,5.024125024,4.003143825,2.768215426,2.705949073,2.619134134,,,,,,,,,,,1.18344418,1.224171922,1.095163602,1.398769971,1.339382474,1.918238917,1.528422608,1.056920068,1.033146427,1,,-0.002367113,-0.001101652,-0.00378896,0.001891866,-0.006163789,-0.002627736,-0.002859668,-0.005228175,-0.004096024,-0.003283444
2013/8/7,3.074578995,3.171087912,2.841454571,3.62072871,3.473823332,4.931953438,3.956560057,2.746207773,2.685446041,2.601676883,,,,,,,,,,,1.181768195,1.218863085,1.092162747,1.391690388,1.335224737,1.895682539,1.520773038,1.055552975,1.032198141,1,,-0.008072029,-0.010973047,-0.00938711,-0.011692833,-0.009748805,-0.018345799,-0.011636796,-0.007950123,-0.007577021,-0.006665276
2013/8/8,3.148459835,3.286121808,2.835896174,3.779244846,3.471665253,5.178782466,4.135451218,2.745253722,2.686930162,2.654452176,,,,,,,,,,,1.186105315,1.2379661,1.068354593,1.423738156,1.30786506,1.950979759,1.557930203,1.034207264,1.012235288,1,,0.024029579,0.036275846,-0.00195618,0.043780175,-0.00062124,0.05004691,0.045213812,-0.000347407,0.000552653,0.020285107
2013/8/9,3.150918744,3.285047334,2.834560319,3.781387544,3.462302121,5.221179705,4.157755733,2.73395432,2.675742734,2.652723463,,,,,,,,,,,1.187805208,1.238367806,1.068547234,1.425473705,1.305187732,1.968233696,1.567353624,1.030621683,1.008677599,1,,0.000780988,-0.000326973,-0.000471052,0.000566965,-0.002697015,0.008186719,0.00539349,-0.004115977,-0.004163647,-0.00065125
2013/8/12,3.171231591,3.296471761,2.843635861,3.804222845,3.491920461,5.254866235,4.183536861,2.762062009,2.697282131,2.664721948,,,,,,,,,,,1.190079735,1.237079074,1.067141682,1.42762469,1.310425826,1.972012967,1.569971255,1.036529162,1.01221898,1,,0.006446643,0.003477705,0.003201746,0.006038868,0.008554522,0.0064519,0.006200732,0.010280965,0.008049876,0.004523082
2013/8/13,3.184365737,3.332238527,2.838597714,3.863577796,3.518359269,5.261980595,4.177557743,2.800581368,2.73126914,2.674599756,,,,,,,,,,,1.190595239,1.24588306,1.061316822,1.444544286,1.315471319,1.967389918,1.561937532,1.047102977,1.021187987,1,,0.004141655,0.010850014,-0.001771727,0.015602385,0.007571423,0.001353861,-0.001429202,0.013945871,0.012600465,0.003706881
2013/8/14,3.193750289,3.357167917,2.861307829,3.880298249,3.565089052,5.261891907,4.180609927,2.85159043,2.776584423,2.691342513,,,,,,,,,,,1.186675525,1.247395269,1.063152615,1.441770503,1.324650815,1.955117894,1.553354843,1.059542,1.031672635,1,,0.002947071,0.007481274,0.00800047,0.004327712,0.013281697,-1.69E-05,0.000730614,0.01821374,0.016591292,0.006259911
2013/8/15,3.12997625,3.308313903,2.807005919,3.804248921,3.512880607,5.137847276,4.08729208,2.81555208,2.736985669,2.64900413,,,,,,,,,,,1.181567146,1.248889673,1.059645731,1.436105319,1.326113677,1.939539172,1.542954212,1.06287191,1.033213062,1,,-0.019968386,-0.014552151,-0.018978004,-0.019598836,-0.014644359,-0.02357415,-0.022321587,-0.012637982,-0.014261678,-0.015731325
2013/8/16,3.128103726,3.301030337,2.803181238,3.810479473,3.520963278,5.132924951,4.084415571,2.82474742,2.746179665,2.644845516,,,,,,,,,,,1.182716989,1.248099489,1.059865773,1.440719108,1.331254796,1.940727698,1.54429268,1.068019815,1.038313825,1,,-0.000598255,-0.002201595,-0.001362548,0.001637788,0.002300867,-0.000958052,-0.000703769,0.00326591,0.003359168,-0.001569878
2013/8/19,3.138765441,3.318502138,2.813864416,3.827507082,3.527905513,5.150853487,4.085296182,2.846752523,2.759568427,2.652225512,,,,,,,,,,,1.183445912,1.251214168,1.06094463,1.443130331,1.330168003,1.942087301,1.540327609,1.073344823,1.040472771,1,,0.003408364,0.005292833,0.003811091,0.004468626,0.001971686,0.00349285,0.000215603,0.007790114,0.004875414,0.002790332
2013/8/20,3.163900401,3.351376318,2.840163846,3.861024128,3.556607423,5.253489407,4.156401601,2.885665435,2.786825548,2.670821857,,,,,,,,,,,1.184616785,1.254810877,1.063404449,1.44563147,1.331652807,1.966993565,1.556225695,1.080440999,1.043433706,1,,0.008007913,0.009906331,0.009346374,0.008756887,0.00813568,0.019926003,0.017405205,0.013669229,0.009877313,0.0070116
2013/8/21,3.146748023,3.329643332,2.818464241,3.840687371,3.544577016,5.227826683,4.139894808,2.865211078,2.770527464,2.65784508,,,,,,,,,,,1.183947118,1.2527605,1.060432101,1.445038087,1.33362815,1.966941837,1.557613286,1.078020348,1.042396144,1,,-0.005421276,-0.006484794,-0.007640265,-0.005267192,-0.003382551,-0.004884891,-0.003971414,-0.007088264,-0.005848261,-0.004858721
2013/8/22,3.184222619,3.361988384,2.839787423,3.87233864,3.572902028,5.317591305,4.217192499,2.871178612,2.778705278,2.685044858,,,,,,,,,,,1.185910399,1.252116282,1.057631277,1.44218769,1.330667537,1.980447846,1.570622735,1.0693224,1.034882255,1,,0.011908992,0.009714269,0.007565532,0.008241043,0.007991084,0.017170543,0.018671414,0.002082755,0.002951717,0.010233771
2013/8/23,3.217985714,3.375376065,2.855660916,3.89035255,3.584581624,5.331484634,4.287460985,2.897123229,2.79897566,2.708344424,,,,,,,,,,,1.188174475,1.246287597,1.054393559,1.436431982,1.32353241,1.968540111,1.583056035,1.069702658,1.033463704,1,,0.010603246,0.003982072,0.005589677,0.004651946,0.003268938,0.002612711,0.016662385,0.009036226,0.007294902,0.008677533
2013/8/26,3.223015899,3.389084103,2.860916209,3.915199775,3.600060443,5.384087045,4.306479175,2.908050862,2.805818524,2.712476718,,,,,,,,,,,1.188218825,1.249442652,1.054724706,1.443404011,1.327222615,1.98493392,1.587655719,1.072101686,1.034412021,1,,0.001563147,0.004061188,0.001840307,0.006386883,0.004318166,0.009866372,0.00443577,0.003771891,0.002444774,0.001525764
2013/8/27,3.143546241,3.310859907,2.806144179,3.808735396,3.509664882,5.214430752,4.175465447,2.857453247,2.750343502,2.654473941,,,,,,,,,,,1.184244529,1.247275347,1.057137588,1.434836235,1.32216965,1.964393273,1.572991689,1.076466867,1.036116219,1,,-0.024656924,-0.02308122,-0.019144926,-0.027192579,-0.025109456,-0.031510689,-0.030422469,-0.017399151,-0.019771422,-0.021383696
2013/8/28,3.17116548,3.338637784,2.833682299,3.848440497,3.547686975,5.304447273,4.227103376,2.88298706,2.772255885,2.673561277,,,,,,,,,,,1.186120366,1.248760525,1.059890538,1.439443536,1.32695181,1.984038039,1.581075928,1.078332143,1.036915035,1,,0.008786013,0.008389928,0.009813508,0.010424747,0.01083354,0.017262962,0.012366988,0.008935864,0.007967144,0.007190629
2013/8/29,3.196752108,3.359802507,2.849199959,3.869578954,3.577715825,5.397072282,4.299718993,2.886677975,2.772833962,2.690723024,,,,,,,,,,,1.188064353,1.248661597,1.058897528,1.438118647,1.329648497,2.005807448,1.597979039,1.072826133,1.03051631,1,,0.008068525,0.006339329,0.005476147,0.005492733,0.008464346,0.017461764,0.017178576,0.00128024,0.000208522,0.006419059
2013/8/30,3.171292198,3.341323155,2.826353041,3.845692777,3.537971202,5.329993723,4.253122267,2.866624984,2.751999125,2.672863884,,,,,,,,,,,1.186477253,1.250091026,1.057424981,1.438791103,1.323663065,1.994113413,1.591222917,1.072491944,1.02960691,1,,-0.007964305,-0.00550013,-0.008018714,-0.00617281,-0.011108938,-0.012428694,-0.010837156,-0.006946737,-0.007513914,-0.006637302
2013/9/3,3.178659512,3.366457574,2.856347186,3.870230421,3.577533473,5.38111722,4.247045524,2.884890886,2.774435621,2.678112145,,,,,,,,,,,1.186903065,1.257026365,1.066552493,1.445133815,1.335841548,2.009294954,1.585835579,1.077210635,1.035966931,1,,0.002323127,0.007522295,0.010612314,0.006380552,0.011182191,0.009591662,-0.001428772,0.006371919,0.008152799,0.001963535
2013/9/4,3.214377541,3.3964165,2.903426807,3.901846856,3.644034327,5.466618392,4.282901919,2.933838396,2.819688979,2.705050646,,,,,,,,,,,1.188287379,1.255583331,1.07333547,1.442430241,1.347122403,2.020893176,1.583298237,1.084577991,1.042379367,1,,0.011236821,0.008899244,0.016482457,0.008169135,0.018588464,0.015889112,0.008442668,0.01696685,0.016310834,0.010058765
2013/9/5,3.217851642,3.403215572,2.906360889,3.909035166,3.648754157,5.496331517,4.302341112,2.936198825,2.822321739,2.708110204,,,,,,,,,,,1.188227731,1.256675436,1.073206284,1.443454982,1.347343307,2.029581924,1.588687604,1.084224276,1.042173887,1,,0.001080801,0.002001837,0.001010558,0.001842284,0.001295221,0.005435376,0.00453879,0.000804553,0.000933706,0.001131054
2013/9/6,3.21128358,3.39589785,2.900276997,3.889045603,3.640120832,5.473574382,4.285885388,2.931013005,2.812294883,2.702601221,,,,,,,,,,,1.18821954,1.256529385,1.073142784,1.439000905,1.346895281,2.025298568,1.585837139,1.084515533,1.040588179,1,,-0.002041133,-0.002150238,-0.002093302,-0.005113682,-0.002366102,-0.004140423,-0.00382483,-0.001766168,-0.003552698,-0.002034254
2013/9/9,3.261585723,3.443001017,2.941070253,3.936809951,3.702193065,5.594754138,4.375827579,2.969329198,2.846203952,2.741369512,,,,,,,,,,,1.189765082,1.255941967,1.072847071,1.436074172,1.350490347,2.040861005,1.596219539,1.083155403,1.038241631,1,,0.015664186,0.013870608,0.014065296,0.012281766,0.017052245,0.022139053,0.020985673,0.013072679,0.012057437,0.014344806
2013/9/10,3.308503041,3.493127519,2.995031825,3.995059824,3.765112869,5.756386562,4.497139875,3.01810802,2.889270235,2.778909124,,,,,,,,,,,1.190576191,1.257013944,1.077772497,1.43763601,1.354888807,2.07145549,1.618311242,1.086076545,1.039713825,1,,0.014384818,0.014558956,0.018347597,0.014796212,0.016995279,0.028889996,0.027723281,0.016427556,0.01513113,0.013693744
2013/9/11,3.283655952,3.463209093,2.992599699,3.934159698,3.728704154,5.739952908,4.496587508,2.972652663,2.848446909,2.766094988,,,,,,,,,,,1.18710889,1.252021029,1.081886093,1.42227932,1.348002932,2.075110556,1.625608494,1.074674831,1.029771906,1,,-0.00751007,-0.00856494,-0.000812053,-0.015243858,-0.009670019,-0.002854856,-0.000122826,-0.015060878,-0.014129286,-0.004611211
2013/9/12,3.28754384,3.44562832,2.999719804,3.941254528,3.750413465,5.701164808,4.470902542,2.957604632,2.857550534,2.768621813,,,,,,,,,,,1.187429726,1.244528344,1.083470408,1.42354384,1.354613854,2.05920678,1.614847691,1.068258806,1.032120213,1,,0.001184012,-0.00507644,0.002379237,0.001803391,0.005822213,-0.006757564,-0.005712102,-0.005062156,0.003195996,0.000913499
2013/9/13,3.305364009,3.445772997,3.02861105,3.941202269,3.756359543,5.716186118,4.489625686,2.986988124,2.88192153,2.782510835,,,,,,,,,,,1.187906968,1.238368223,1.088445375,1.416419379,1.349989188,2.054326634,1.613515976,1.07348661,1.035726975,1,,0.005420511,4.20E-05,0.009631315,-1.33E-05,0.001585446,0.002634779,0.004187777,0.009934895,0.008528632,0.005016583
2013/9/16,3.275992783,3.414121021,3.017542914,3.900995014,3.716321844,5.650051187,4.441816661,2.953589779,2.85527367,2.762446825,,,,,,,,,,,1.185902568,1.235904702,1.092344253,1.412152074,1.345300771,2.045306768,1.607928385,1.069193352,1.033603125,1,,-0.008885928,-0.00918574,-0.003654525,-0.010201774,-0.010658644,-0.011569765,-0.010648778,-0.011181278,-0.00924656,-0.007210757
2013/9/17,3.306921357,3.452231885,3.037804352,3.930336276,3.738427065,5.714207645,4.485686051,2.969118526,2.86795898,2.784583967,,,,,,,,,,,1.187581842,1.23976577,1.090936523,1.411462654,1.342544204,2.052086672,1.610899906,1.066270065,1.029941641,1,,0.009440977,0.011162716,0.006714548,0.007521482,0.005948145,0.011355022,0.009876452,0.005257584,0.004442765,0.008013599
2013/9/18,3.35371147,3.515707978,3.076083649,4.005375819,3.792687529,5.790583581,4.544274296,3.014189378,2.91414624,2.81905969,,,,,,,,,,,1.189656069,1.247120801,1.091173649,1.420819798,1.345373261,2.054083353,1.61198229,1.069218005,1.033729882,1,,0.014149146,0.018386973,0.012600975,0.019092398,0.01451425,0.013365971,0.013061156,0.015179876,0.016104575,0.012380924
2013/9/19,3.368074991,3.518657906,3.075130493,4.020364192,3.80950268,5.813060835,4.567114021,3.020072994,2.924171021,2.827821517,,,,,,,,,,,1.191049354,1.244299856,1.087455653,1.421717802,1.347151034,2.055667517,1.615064456,1.067985718,1.034071989,1,,0.004282873,0.000839071,-0.00030986,0.003742064,0.004433571,0.003881691,0.005026045,0.001951973,0.00344004,0.003108067
2013/9/20,3.358333323,3.52653966,3.078740811,4.042577847,3.812484862,5.809166653,4.541585494,3.021781025,2.936670941,2.818874608,,,,,,,,,,,1.191373789,1.25104524,1.092187926,1.434110562,1.35248473,2.060810593,1.611134274,1.071981356,1.041788426,1,,-0.002892355,0.002239989,0.001174037,0.005525284,0.000782827,-0.000669902,-0.005589641,0.00056556,0.004274688,-0.003163887
2013/9/23,3.332408327,3.517439385,3.02016267,4.036963703,3.769042222,5.683942304,4.461875964,3.018991767,2.924930044,2.798645153,,,,,,,,,,,1.19072199,1.256836502,1.079151698,1.442470725,1.34673816,2.030962124,1.59429857,1.078733316,1.045123581,1,,-0.007719602,-0.002580511,-0.019026656,-0.001388753,-0.011394836,-0.021556336,-0.017551036,-0.000923051,-0.003998029,-0.00717643
2013/9/24,3.332378538,3.521955741,3.031388944,4.046380884,3.784735863,5.680790714,4.451988903,3.033494781,2.945687978,2.79961081,,,,,,,,,,,1.19030064,1.258016196,1.082789412,1.445336927,1.351879286,2.029135869,1.590217071,1.083541602,1.05217767,1,,-8.94E-06,0.00128399,0.003717109,0.002332739,0.004163827,-0.000554473,-0.002215898,0.004803926,0.007096899,0.000345044
2013/9/25,3.319176926,3.498578928,3.030599584,4.020005257,3.776674108,5.650547841,4.434672941,3.024007954,2.940553316,2.790866075,,,,,,,,,,,1.189299965,1.253581804,1.085899324,1.440414964,1.353226564,2.024657468,1.588995252,1.083537466,1.053634692,1,,-0.003961618,-0.006637452,-0.000260395,-0.006518325,-0.002130071,-0.005323708,-0.003889489,-0.003127359,-0.001743111,-0.003123554
2013/9/26,3.36415427,3.563375687,3.047407058,4.096689885,3.812350744,5.811277266,4.542680467,3.035390601,2.94856598,2.821004836,,,,,,,,,,,1.192537576,1.263158305,1.080255879,1.452209451,1.351415884,2.060002589,1.610305806,1.075996242,1.045218336,1,,0.013550752,0.01852088,0.005545924,0.019075753,0.009446575,0.028444928,0.02435524,0.003764093,0.002724883,0.010799071
